id;tweet;misogynous;misogyny_category;target
1172;'I don't want to be like the jealous girlfriend who won't let you have friends' bitch you have to be my girlfriend first;1;discredit;active
1173;Last night God took Dan out of the He She and now women won't find as much energy to bitch w/ about men. The bogus agenda needs to stop now;1;stereotype;passive
1175;Stop chasing the ‘Bad Bitch’. Chase the attractive woman no one is really trying to chase.;1;discredit;active
1176;Listen to me Billy Joel ... That woman you’re singing about in “Always A Woman” .. Sounds like a right bitch to me;1;derailing;active
1177;'she dressed this way, she basically asked to get assaulted.' shove that statement up your ass and keep your dick in your pants.;1;derailing;active
1178;Snow White was in a house with 7 little men. You can't tell me shit didn't happen! #whore #WomenSuck;1;sexual_harassment;active
1179;@jul_hamomelett sorry sweetie, but women are the causes of all problems;1;stereotype;passive
1180;@PalacAttack stop hanging around them you fuck! #WomenSuck;1;discredit;passive
1181;RT @JWMofficial: If you play field hockey there's a good chance you're a lesbian.;1;stereotype;active
1182;@talipann bitch I'll beat your ass;1;sexual_harassment;active
1183;Why is it whenever I talk to girls, they just cut off communication with me for no reason? And no explanation? O yea I know, cuz #WomenSuck;1;discredit;passive
1184;Tonight is the Victoria's Secret fashion show.. Let the female tweets begin about how they wish their bodies were as good! #WomenSuck;1;discredit;passive
1185;@hezzzzah why? So you can look like a trashy mess? #WomenSuck;1;discredit;active
1186;I dont see why some people get so offended by what i say. its not like im making this shit up, women really do suck.;1;discredit;passive
1188;Submit your favorite sexist jokes!;1;discredit;passive
1189;What do women and condoms have in common? If they're not on your dick they're in your wallet;1;stereotype;passive
1191;@DontKillMyVibe9 We understand. They need to understand that men are born to be in control. Thanks for supporting our cause!;1;dominance;passive
1192;@causticbob Good one Bob! Show her who the real boss is! And keep up the support for our cause.;1;dominance;active
1193;RT @GambinoCW: I hate women that bring nothing to the table but have so many requirements in men.;1;sexual_harassment;passive
1194;@KissMyCassx @trishapaytas Wow! Great video. Rare to find women who agree with us. Thanks for the support. #MaleDomination;1;dominance;passive
1195;RT @SexualTruth: Men are smarter than women that's why women always get played by men. #Truth;1;stereotype;passive
1196;#didyouknow the male brain is 3.4 times larger than the female brain? #maledominance;1;dominance;passive
1197;Men must take a stand against this #feminist #misandry-filled rhetoric that is polluting our schools, churches, and offices #actnow;1;discredit;passive
1198;@meganthenewf Even though you are a woman you make a good case for #maledominance. Thanks for the support Megan!;1;stereotype;passive
1199;@dafakerihanna Despite being a female yourself, you make a good point.;1;discredit;active
1200;RT @PopAwEHLY: Women can't grow a stash #maledominance;1;stereotype;passive
1201;RT @RyanusPrime: I feel like too many girls go to school for cosmetology because they're not smart enough for anything else #maledominance …;1;discredit;passive
1202;RT @JacobScottStill: If you're a girl and don't make me food when I ask/tell, there's a good chance I might just hit you #MaleDominance;1;dominance;passive
1203;RT @jake_carriveau: What is girl code? I've never heard anyone say that with a serious intention. That's our thing. #maledominance;1;discredit;passive
1204;'Comparing contributions of men to those of women reveals that women have made almost no significant contributions in the history of man';1;discredit;passive
1206;RT @DatTableMatthew: Why I hate feminists, http://t.co/tYUqqUdxvp;1;discredit;passive
1207;Women drivers no survivors;1;stereotype;passive
1208;RT @__Hillz: I hate women who are beautiful But Dumb As A Rock! Waste of a Human!;1;stereotype;passive
1209;RT @KGJump12: Sometimes I want a girlfriend, but then I quickly remember how i hate women;1;discredit;passive
1210;Still annoyed women are allowed to vote, missin the good ol days. #YesAllMen;1;stereotype;passive
1211;retweet to end womens suffrage;1;dominance;passive
1212;.@_gracedarlene rape is no joke and something we do not support, the kitchen needs to be cleaned by the way.;1;stereotype;passive
1213;This account was temporarily inactive due to an irrational woman reporting us to Twitter. What a lack of judgement, shocking. #YesAllMen;1;stereotype;passive
1215;What is the difference between a woman and a catfish? One is a bottom feeding scum sucker and one is a fish;1;discredit;passive
1216;Why couldn't Helen Keller drive? Because she is a woman;1;discredit;active
1217;What does a woman and a tampon have in common? They're both stuck up bitches;1;discredit;passive
1219;@BruceWayne33313 I'm glad we've gained your support. We are not just penises and wallets, we are human beings! #YesAllMen;1;stereotype;passive
1220;@b00berella then stop bitching. Move along now;1;stereotype;active
1221;How many feminists does it take to change a lightbulb? Trick question, feminists can't change anything;1;stereotype;passive
1222;What's the difference between a blonde and a washing machine? A washing machine won't follow you around all day after you drop a load in it;1;stereotype;passive
1223;What's the smartest thing that ever came out of a woman's mouth? Einstein's cock;1;sexual_harassment;passive
1224;Why do husbands die before their wives? Because they want to;1;stereotype;passive
1225;RT @OklahomaHoney_: Everyone needs to follow @YesAllMenBitch because they're hilarious and feminists are gross 😂;1;discredit;passive
1226;What's the difference between a pencil arguing and a woman arguing? A pencil has a point;1;stereotype;passive
1227;@OklahomaHoney_ feminists are many more things than just gross;1;discredit;passive
1229;What's the difference between your wife and your job? After 5 years, your job still sucks;1;discredit;active
1230;Why did God create lesbians? So feminists couldn't breed;1;stereotype;passive
1231;What do you call a woman who has lost 95% of her intelligence? Divorced;1;stereotype;passive
1232;Why do Japanese Sumo wrestlers shave their legs? So you can tell them apart from feminists. #YesAllMen;1;discredit;passive
1233;What's the difference between your bonus and your dick? You don't have to beg a woman to blow your bonus;1;sexual_harassment;passive
1234;Who makes the sandwiches at a feminist rally?;1;stereotype;passive
1235;Why did God invent the yeast infection? So women know what it's like living with an irritating cunt;1;discredit;passive
1236;Mathematicians know best (women have your man translate these symbols for you if you're confused) #YesAllMen http://t.co/sgfPaYfGzE;1;dominance;passive
1237;Going on a run shirtless and girls attempting to make sexual contact with me <<< I'm not just a piece of meat. #YesAllMen;1;discredit;active
1238;God doesn't hate gays he's just mad they found a loop hole in dealing with women;1;stereotype;passive
1239;69 followers! reminds me of all the women who have forced me to do such acts. Sexual assault goes both ways! #YesAllMen;1;sexual_harassment;passive
1240;@yesaIIwomen wearing a tiny skirt is 'asking for it'. Your teasing a (hard working, taxes paying) dog with a bone. That's cruel. #YesAllMen;1;sexual_harassment;passive
1241;@feministabulous women follow me around everywhere, I'm more than just a piece of eye candy and the one who pays the bills #YesAllMen;1;dominance;passive
1242;@yagretbigwazak @emo_138 @aqsa_jamal thanks man, sometimes we gotta state the obvious for the women, this is a parody account #YesAllMen;1;dominance;passive
1243;Why is a female like a laxative? They both irritate the shit out of you.;1;discredit;passive
1244;@EvrydayFeminism Sexism goes both ways. some advice: stop whining and use your man's money for things other than mini skirts #YesAllMen;1;stereotype;passive
1245;Why hasn't a female been to the moon? Because it hasn't needed cleaning yet!;1;sexual_harassment;passive
1246;How are women and rocks alike? You skip the flat ones;1;stereotype;passive
1247;What's worse than a girl who gives rough handjobs? A feminist.;1;sexual_harassment;active
1248;#YesAllMen because every 14 seconds a man's butt is looked at without permission.;1;derailing;passive
1249;#YesAllMen because I can't walk into Starbucks without being eyefucked by multiple women.;1;stereotype;passive
1250;@natbenkowski @George1Panos @bryn_adams Looks like the women are basing their opinion purely off emotion and no logic, shocker. Go choche;1;discredit;active
1252;How do you fix a woman's watch? You don't, there's a clock on the oven;1;discredit;passive
1253;Women who strive to be 'equal' to men lack ambition #YesAllMen;1;discredit;passive
1254;RT @Anti_RadFems: #feminismisawful http://t.co/wWCcxDfg8R;1;sexual_harassment;passive
1255;Why do people make snowmen instead of snowwomen? It's too hard to hollow out the head;1;discredit;passive
1257;@JohnnyFootbalI hey dawg keep objectifying women. we need more people in the world like you. #footballisforonlyboys #YESALLMEN;1;discredit;passive
1258;RT if you believe men are superior to women #YesAllMen;1;discredit;passive
1260;RT if you think men are objectified more than women. I am not a cash register, piece of meat, or your repairman #YesAllMen;1;discredit;passive
1261;The question you need to ask every pregnant woman, 'Is it a boy or an abortion?' #YesAllMan;1;derailing;active
1262;For the viewers who are unable to read a bio, this account is for pure entertainment. Its a joke, like woman's rights. #YesAllMen;1;dominance;passive
1263;@SportsCenter air time for men =24 hours, women =0 hours. #yesallmen;1;dominance;passive
1264;Women will never be able to change men, except if they're in diapers. #YesAllMen;1;discredit;active
1265;When you join a relationship women leave this part out #YesAllMen http://t.co/fSDIJBfdoU;1;stereotype;passive
1266;#LateNightThoughts how many Congressman dicks did women suck to finally gain voting rights;1;discredit;passive
1267;#YesAllMen because PMSing gives all girls an excuse to be even more obnoxious once a month. #MadCowDisease;1;discredit;passive
1268;@SportsCenter a woman could never have made that save, yet they still want equal pay. #YesAllMen;1;sexual_harassment;passive
1269;"a women without a man is like a car without an engine; it doesnt work.";1;dominance;passive
1270;Soccer players go down more than my bitch on my dick;1;sexual_harassment;active
1271;Women are stupid and I don't respect them, that's right, I just have sex with them #ShowMeYourGenitals;1;discredit;passive
1272;E=mc^2vagina;1;sexual_harassment;passive
1273;Girlfriend: 'I think I look fat. Can you give me a compliment?' Me: 'You have perfect eyesight.';1;discredit;active
1274;Looks like either move to Cali or get back in the kitchen cuz being a working mom ain't working http://t.co/LGsvLsMTwn;1;stereotype;active
1275;What do smart women do for a living? What they're told. #YesAllMen;1;stereotype;passive
1276;Women want their companies to pay for birth control? Bullshit. Anal is free birth control. #YesAllMen;1;derailing;passive
1277;Feminists have a few valid arguments worth talking about. lol jk;1;derailing;passive
1278;#TeenWolf #menstruafacts Question of the Day: When does a #feminist forget feminism? Answer: When the restaurant check hits the table.;1;stereotype;passive
